Binomial,Intro,Est,Spread,NoLocs,LG,BM,GT,WA,NBM,LS,LY,AFB,RL,OV
Helogale_hirtula,0,NA,NA,NA,NA,484.63,NA,NA,NA,NA,NA,NA,NA,NA
Helogale_parvula,0,NA,NA,NA,18,281.83,54.08,21,NA,3.49,2.25,410.625,6159.375,0.026337449
Hemibelideus_lemuroides,0,NA,NA,NA,5.4,993.59,NA,NA,NA,1,NA,NA,NA,NA
Hemicentetes_nigriceps,0,NA,NA,NA,2.6,102.99,55.32,22.71,7.29,2.84,2,NA,NA,NA
Hemicentetes_semispinosus,0,NA,NA,NA,2.7,134,53.07,21.5,7.39,5.32,1.5,43.8,941.7,0.258397933
Hemiechinus_auritus,1,1,NA,1,7.6,322.04,37.18,39.7,9.5,3.74,1,213.0576,2560.9424,0.142525658
Hemiechinus_collaris,0,NA,NA,NA,NA,NA,38.49,NA,NA,3.87,NA,NA,NA,NA
Hemigalus_derbyanus,0,NA,NA,NA,18,1262.7,NA,69.6,125,1.73,NA,NA,NA,NA
Hemitragus_hylocrius,0,NA,NA,NA,17.3,74186.41,186.35,152.0833333,NA,1.41,NA,669.16,5645.34,NA
Hemitragus_jayakari,0,NA,NA,NA,14,22210.18,164.31,NA,NA,1,NA,NA,NA,NA
Hemitragus_jemlahicus,1,1,1,4,21.8,68616.43,195.76,151.270896,2700,1.01,1,730,7227,0.050505051
Herpestes_brachyurus,0,NA,NA,NA,NA,1396.16,NA,NA,NA,3.49,NA,NA,NA,NA
Herpestes_edwardsi,1,1,NA,5,12.3,1304.67,63.09,34.8,NA,2,3.3,NA,NA,NA
Herpestes_ichneumon,1,1,NA,6,20,2980.02,75.87,58.09,NA,3,1.5,NA,NA,NA
Herpestes_javanicus,1,1,0,44,10,750,48.48,43.59,24.67,2.21,2,301.125,3348.875,0.054495913
Herpestes_naso,0,NA,NA,NA,NA,3002.08,NA,NA,NA,NA,NA,NA,NA,NA
Herpestes_smithii,0,NA,NA,NA,17.8,1702.5,NA,NA,NA,2.5,NA,NA,NA,NA
Herpestes_urva,0,NA,NA,NA,13.33333333,2384.19,65.7,NA,NA,3,NA,NA,NA,NA
Herpestes_vitticollis,0,NA,NA,NA,12.8,2380,NA,NA,NA,2.73,NA,NA,NA,NA
Hesperoptenus_blanfordi,0,NA,NA,NA,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA
Hesperoptenus_tickelli,0,NA,NA,NA,NA,16.3,NA,NA,NA,1,NA,NA,NA,NA
Heterocephalus_glaber,0,NA,NA,NA,31,39.36,70.49,27.28,1.86,11.3,4.5,228.125,11086.875,0.007315958
Heterohyrax_brucei,0,NA,NA,NA,14,2453.66,228.12,129.04,225,1.89,1,486.6666667,4623.333333,0.078947368
Heteromys_anomalus,0,NA,NA,NA,NA,69.06,NA,NA,3.29,2.83,NA,50.79583333,NA,NA
Heteromys_australis,0,NA,NA,NA,NA,267.49,NA,NA,NA,2.75,NA,NA,NA,NA
Heteromys_desmarestianus,0,NA,NA,NA,NA,74,27.86,29.77,3,3.06,3.25,231.4708333,NA,NA
Heteromys_gaumeri,0,NA,NA,NA,NA,63.59,NA,NA,NA,2.95,NA,NA,NA,NA
Heteromys_nelsoni,0,NA,NA,NA,NA,67.55,NA,NA,NA,NA,NA,NA,NA,NA
Heteromys_oresterus,0,NA,NA,NA,NA,74.8,NA,NA,NA,3.41,NA,NA,NA,NA
Hexaprotodon_liberiensis,0,NA,NA,NA,43.83333333,235001.16,200,211.71,5730,1,1,1460,14539.16667,0.025104603
Hippocamelus_antisensis,0,NA,NA,NA,10.6,68599.35,235.72,NA,NA,1,NA,NA,NA,NA
Hippocamelus_bisulcus,0,NA,NA,NA,NA,69240.81,212.91,NA,3575.62,1,1,NA,NA,NA
Hippopotamus_amphibius,0,NA,NA,NA,61.2,1536310.4,235.37,319.01,40199.99,1,1,1460,20878,0.017482517
Hipposideros_abae,0,NA,NA,NA,NA,NA,91.24,NA,NA,1.5,1,NA,NA,NA
Hipposideros_armiger,0,NA,NA,NA,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_ater,0,NA,NA,NA,NA,5.86,195,79.2,1.25,0.99,NA,380.2,NA,NA
Hipposideros_beatus,0,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_bicolor,0,NA,NA,NA,NA,8.39,42.1,NA,1.2,0.99,NA,NA,NA,NA
Hipposideros_caffer,0,NA,NA,NA,NA,9.46,139.92,73.48,2.79,0.99,1,730,NA,NA
Hipposideros_cervinus,0,NA,NA,NA,NA,8.51,NA,NA,1.31,NA,NA,NA,NA,NA
Hipposideros_cineraceus,0,NA,NA,NA,NA,3.84,NA,NA,NA,0.98,NA,NA,NA,NA
Hipposideros_commersoni,0,NA,NA,NA,NA,89.99,150.34,151.03,28,0.99,1,882.08,NA,NA
Hipposideros_corynophyllus,0,NA,NA,NA,NA,15.07,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_cyclops,0,NA,NA,NA,NA,32.92,106.45,116.92,NA,1,1,NA,NA,NA
Hipposideros_diadema,0,NA,NA,NA,NA,46.9,NA,NA,NA,1,NA,NA,NA,NA
Hipposideros_doriae,0,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_fulvus,0,NA,NA,NA,13,8.83,161.65,36.58,2.34,1,1,719.86,4025.14,0.090680076
Hipposideros_galeritus,0,NA,NA,NA,NA,10.17,NA,NA,NA,0.99,1,NA,NA,NA
Hipposideros_gigas,0,NA,NA,NA,NA,115.42,NA,NA,28,1,NA,NA,NA,NA
Hipposideros_halophyllus,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_inornatus,0,NA,NA,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_jonesi,0,NA,NA,NA,NA,5.49,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_lankadiva,0,NA,NA,NA,NA,44.76,257.02,82.72,8.71,0.99,1,NA,NA,NA
Hipposideros_larvatus,0,NA,NA,NA,NA,19.95,NA,NA,3.75,0.98,NA,NA,NA,NA
Hipposideros_lekaguli,0,NA,NA,NA,NA,31.08,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_lylei,0,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_maggietaylorae,0,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_obscurus,0,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_pomona,0,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_pygmaeus,0,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_ridleyi,0,NA,NA,NA,NA,9.59,NA,NA,NA,0.98,2,NA,NA,NA
Hipposideros_ruber,0,NA,NA,NA,NA,10.61,92.54,NA,NA,1,NA,NA,NA,NA
Hipposideros_semoni,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_speoris,0,NA,NA,NA,NA,10.39,139.13,48.38,2.1,0.99,1,443.57,NA,NA
Hipposideros_stenotis,0,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
Hipposideros_turpis,0,NA,NA,NA,NA,33.31,NA,NA,3,1,NA,NA,NA,NA
Hipposideros_wollastoni,0,NA,NA,NA,NA,6.93,NA,NA,NA,NA,NA,NA,NA,NA
Hippotragus_equinus,0,NA,NA,NA,25.9,264173.96,278.23,119.27,16412.18,0.98,1.1027,1049.37,8404.13,0.039386077
Hippotragus_niger,0,NA,NA,NA,22.25,236405.9,272.87,210.73,16412.18,1,1,983.37,7137.88,0.051135631
Histiotus_macrotus,0,NA,NA,NA,NA,11,NA,NA,NA,0.98,NA,NA,NA,NA
Histiotus_velatus,0,NA,NA,NA,NA,11.32,NA,NA,NA,NA,1,NA,NA,NA
Histriophoca_fasciata,0,NA,NA,NA,31,90000,299.18,24.5,10245.25,1,1,730,10585,0.034482759
Hodomys_alleni,0,NA,NA,NA,NA,367.59,NA,NA,NA,1.39,NA,NA,NA,NA
Holochilus_brasiliensis,0,NA,NA,NA,NA,155,28.4,21,4.99,3.88,NA,98.85416667,NA,NA
Holochilus_chacarius,0,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA
Holochilus_sciureus,0,NA,NA,NA,NA,120.42,NA,NA,NA,3.12,NA,NA,NA,NA
Homo_sapiens,0,NA,NA,NA,122.5,58540.63,274.78,725.86,3182.96,1,NA,5292.5,39420,NA
Hoplomys_gymnurus,0,NA,NA,NA,7,281.42,59.99,20.88,24.39,2.1,NA,NA,NA,NA
Hyaena_brunnea,0,NA,NA,NA,31.9,42977.93,95.8,302.44,693.09,2.3,0.4,1095,10548.5,0.08650519
Hyaena_hyaena,0,NA,NA,NA,25,35070.51,90.5,118.93,653.23,2.44,NA,855.0125,8269.9875,NA
Hybomys_planifrons,0,NA,NA,NA,NA,49.6,NA,NA,NA,NA,NA,NA,NA,NA
Hybomys_trivirgatus,0,NA,NA,NA,NA,60.08,NA,NA,NA,2.72,NA,NA,NA,NA
Hybomys_univittatus,0,NA,NA,NA,NA,54.46,30,NA,4.4,2.3,NA,89.12083333,NA,NA
Hydrictis_maculicollis,0,NA,NA,NA,22.9,4180.53,59.6,60.48,NA,2,NA,NA,NA,NA
Hydrochoerus_hydrochaeris,0,NA,NA,NA,15.1,48144.91,150.73,109.75,1500,3.49,1,459.2916667,5052.208333,0.072245635
Hydrochoerus_isthmius,0,NA,NA,NA,NA,21267.32,108.21,112,NA,4.99,NA,NA,NA,NA
Hydromys_chrysogaster,0,NA,NA,NA,7.3,626.17,36.6,30,25,3.51,2.5,158,2506.5,0.058248554
Hydropotes_inermis,1,1,0,6,13.9,12760.04,175.49,60,1016.19,3,1,213.0576,4860.4424,0.075096045
Hydrurga_leptonyx,0,NA,NA,NA,26,352675.48,272.79,30.41,29999.99,0.96,NA,1268.375,8221.625,NA
Hyemoschus_aquaticus,0,NA,NA,NA,14,10850,173.52,136.87,NA,1.22,1,406.975,4703.025,0.077609624
Hylobates_agilis,0,NA,NA,NA,49,5829.08,NA,NA,NA,1.02,NA,NA,NA,NA
Hylobates_klossii,0,NA,NA,NA,37,5822.29,207.59,334.5833333,NA,1.01,0.42,NA,NA,NA
Hylobates_lar,0,NA,NA,NA,56,5578.61,212.91,725.86,398.86,1.01,0.45,3398.15,17041.85,0.04759525
Hylobates_moloch,0,NA,NA,NA,45,5860.81,241.2,NA,NA,1,0.42,NA,NA,NA
Hylobates_muelleri,0,NA,NA,NA,60,5909.81,206.7,NA,NA,1.02,NA,NA,NA,NA
Hylobates_pileatus,0,NA,NA,NA,38,5542.37,200.16,635.13,NA,1,NA,NA,NA,NA
Hylochoerus_meinertzhageni,0,NA,NA,NA,18,198130.47,151,62.82,NA,4,NA,532.29,6037.71,NA
Hylomys_suillus,0,NA,NA,NA,NA,57.61,32.71,NA,NA,2.29,2,NA,NA,NA
Hylomyscus_aeta,0,NA,NA,NA,NA,22.13,NA,NA,NA,4.18,NA,NA,NA,NA
Hylomyscus_alleni,0,NA,NA,NA,NA,19.94,29,NA,1.5,3,NA,NA,NA,NA
Hylomyscus_denniae,0,NA,NA,NA,NA,35.99,NA,NA,NA,4.61,NA,NA,NA,NA
Hylomyscus_parvus,0,NA,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,NA
Hylomyscus_stella,0,NA,NA,NA,NA,18.99,29.49,NA,1.47,3.11,NA,38.62916667,NA,NA
Hylonycteris_underwoodi,0,NA,NA,NA,NA,7.5,NA,NA,1.19,0.99,NA,NA,NA,NA
Hylopetes_alboniger,0,NA,NA,NA,NA,255.38,NA,NA,NA,2.23,NA,NA,NA,NA
Hylopetes_lepidus,0,NA,NA,NA,NA,63.28,40,NA,NA,2,NA,NA,NA,NA
Hylopetes_phayrei,0,NA,NA,NA,NA,226.99,NA,NA,NA,NA,NA,NA,NA,NA
Hylopetes_platyurus,0,NA,NA,NA,NA,56.98,NA,NA,NA,NA,NA,NA,NA,NA
Hylopetes_spadiceus,0,NA,NA,NA,NA,118.1,NA,NA,NA,NA,NA,NA,NA,NA
Hyomys_dammermani,0,NA,NA,NA,NA,932.5,NA,NA,NA,1.07,NA,NA,NA,NA
Hyomys_goliath,0,NA,NA,NA,NA,866.74,NA,NA,NA,1,NA,NA,NA,NA
Hyperacrius_fertilis,0,NA,NA,NA,NA,22.25,NA,NA,NA,2.5,2.5,NA,NA,NA
Hyperacrius_wynnei,0,NA,NA,NA,NA,52.6,NA,NA,NA,2.5,2.5,NA,NA,NA
Hyperoodon_ampullatus,0,NA,NA,NA,37,3393361.08,365,365,NA,1,0.7,3570.308333,9934.691667,0.052485632
Hyperoodon_planifrons,0,NA,NA,NA,NA,3000000.01,NA,NA,NA,NA,NA,NA,NA,NA
Hypogeomys_antimena,0,NA,NA,NA,12.6,1175.93,121.6666667,NA,NA,1.26,NA,NA,NA,NA
Hypsignathus_monstrosus,0,NA,NA,NA,NA,336.97,125.14,NA,39.3,1.4,2,NA,NA,NA
Hypsiprymnodon_moschatus,0,NA,NA,NA,6,534.25,NA,268.47,NA,2.04,NA,365,1825,NA
Hypsugo_arabicus,0,NA,NA,NA,NA,3.17,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_bodenheimeri,0,NA,NA,NA,NA,2.73,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_cadornae,0,NA,NA,NA,NA,6.69,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_crassulus,0,NA,NA,NA,NA,6.09,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_eisentrauti,0,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_imbricatus,0,NA,NA,NA,NA,6.29,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_pulveratus,0,NA,NA,NA,NA,5.53,NA,NA,NA,NA,NA,NA,NA,NA
Hypsugo_savii,0,NA,NA,NA,NA,6.3,NA,52.1,NA,2,1,NA,NA,NA
Hystrix_africaeaustralis,0,NA,NA,NA,23.1,14936.02,93.49,70.34,305.59,1.51,1.5,462.3333333,7969.166667,0.030534351
Hystrix_brachyura,1,NA,NA,1,27.3,8000,112,NA,340.74,1.41,NA,NA,NA,NA
Hystrix_crassispinis,0,NA,NA,NA,NA,4584.6,112,NA,NA,NA,NA,NA,NA,NA
Hystrix_cristata,1,1,NA,4,28,13406.27,79.19,NA,1000,1.73,2,NA,NA,NA
Hystrix_indica,0,NA,NA,NA,27.1,14298.6,112,NA,NA,1.73,NA,NA,NA,NA
Hystrix_javanica,0,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA
Hystrix_pumila,0,NA,NA,NA,9.5,3544.26,112,NA,NA,NA,NA,NA,NA,NA
Hystrix_sumatrae,0,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA
Ia_io,0,NA,NA,NA,NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA
Ichneumia_albicauda,0,NA,NA,NA,14.8,3628.4,NA,273.75,NA,2.35,NA,NA,NA,NA
Ichthyomys_hydrobates,0,NA,NA,NA,NA,66.39,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyomys_pittieri,0,NA,NA,NA,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyomys_stolzmanni,0,NA,NA,NA,NA,84.7,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyomys_tweedii,0,NA,NA,NA,NA,118.5,NA,NA,NA,1.94,NA,NA,NA,NA
Ictonyx_libyca,0,NA,NA,NA,5,225.18,37.78,38.02083333,NA,2,NA,NA,NA,NA
Ictonyx_striatus,0,NA,NA,NA,14,811.02,36.76,59.09,13.69,2.3,1,304.16,4805.84,0.075949262
Idionycteris_phyllotis,0,NA,NA,NA,3.166666667,12.13,NA,NA,0.73,0.99,1,NA,NA,NA
Idiurus_macrotis,0,NA,NA,NA,NA,27.23,NA,NA,NA,0.97,NA,NA,NA,NA
Idiurus_zenkeri,0,NA,NA,NA,NA,15.75,NA,NA,NA,1,NA,NA,NA,NA
Indopacetus_pacificus,0,NA,NA,NA,NA,2200000,NA,NA,NA,NA,NA,NA,NA,NA
Indri_indri,0,NA,NA,NA,NA,8565.48,136.5,331.34,NA,1.01,0.42,2920,NA,NA
Inia_geoffrensis,0,NA,NA,NA,31.3,121430.76,314.25,NA,6799.99,1,NA,NA,NA,NA
Iomys_horsfieldii,0,NA,NA,NA,NA,155.5,NA,NA,NA,2.64,NA,NA,NA,NA
Irenomys_tarsalis,0,NA,NA,NA,NA,43.15,NA,NA,NA,3.85,NA,NA,NA,NA
Isoodon_auratus,1,NA,NA,1,6.7,425,12,NA,NA,2.6,NA,NA,NA,NA
Isoodon_macrourus,0,NA,NA,NA,6.8,1505.77,12.51,62.99,0.17,3.13,2.66,148,2334,0.058790936
Isoodon_obesulus,1,0,NA,1,6.5,824.76,15,59.99,0.34,2.33,2.2,NA,NA,NA
Isothrix_bistriata,0,NA,NA,NA,NA,444.99,NA,NA,NA,0.97,NA,NA,NA,NA
Isothrix_pagurus,0,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA
Isthmomys_pirrensis,0,NA,NA,NA,NA,137.71,NA,NA,NA,2.43,NA,NA,NA,NA
Jaculus_blanfordi,0,NA,NA,NA,NA,NA,NA,NA,NA,3.88,3,NA,NA,NA
Jaculus_jaculus,0,NA,NA,NA,7.3,59.8,33.54,66.86,2,3.24,1.5,304.16,2360.34,0.103092492
Jaculus_orientalis,0,NA,NA,NA,5.5,138.26,40,NA,NA,2.41,NA,NA,NA,NA
Juliomys_pictipes,0,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA
Juscelinomys_candango,0,NA,NA,NA,NA,97.29,NA,NA,NA,NA,NA,NA,NA,NA
Kadarsanomys_sodyi,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
Kannabateomys_amblyonyx,0,NA,NA,NA,1.6,599.99,NA,NA,NA,1,NA,NA,NA,NA
Kerivoula_argentata,0,NA,NA,NA,NA,10.11,NA,NA,NA,NA,NA,NA,NA,NA
Kerivoula_cuprosa,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Kerivoula_flora,0,NA,NA,NA,NA,6.01,NA,NA,NA,1,NA,NA,NA,NA
Kerivoula_hardwickii,0,NA,NA,NA,NA,4.55,NA,NA,NA,1,NA,NA,NA,NA
Kerivoula_lanosa,0,NA,NA,NA,NA,6.66,NA,NA,NA,0.98,NA,NA,NA,NA
Kerivoula_minuta,0,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA
Kerivoula_muscina,0,NA,NA,NA,NA,5.29,NA,NA,NA,NA,NA,NA,NA,NA
Kerivoula_papillosa,0,NA,NA,NA,NA,10.21,NA,NA,NA,0.98,NA,NA,NA,NA
Kerivoula_pellucida,0,NA,NA,NA,NA,4.14,NA,NA,NA,NA,NA,NA,NA,NA
Kerivoula_phalaena,0,NA,NA,NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA,NA
Kerivoula_picta,0,NA,NA,NA,NA,4.5,NA,NA,NA,1,NA,NA,NA,NA
Kerivoula_smithii,0,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA
Kerivoula_whiteheadi,0,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,NA,NA
Kerodon_rupestris,0,NA,NA,NA,12.9,799.15,75.89,34.9,82.44,1.52,5,156,4552.5,0.016035146
Kobus_ellipsiprymnus,0,NA,NA,NA,30,204393.48,270,212.91,12000,1,1.1,770.7583333,10179.24167,0.032597535
Kobus_kob,0,NA,NA,NA,21.92,80035.21,254.76,188.64,5376.23,1,1.3,395.41,7605.39,0.036917138
Kobus_leche,1,NA,NA,2,25.4,88645.04,229.8,133.45,5100,1,1,638.75,8632.25,0.042283298
Kobus_megaceros,0,NA,NA,NA,21.1,85805.93,NA,NA,NA,NA,NA,598.2958333,7103.204167,NA
Kobus_vardonii,0,NA,NA,NA,NA,71462.72,258.09,212.91,5798.07,1,NA,NA,NA,NA
Kogia_breviceps,0,NA,NA,NA,17,431500,334.5833333,NA,82000,0.97,1,NA,NA,NA
Kogia_sima,0,NA,NA,NA,NA,183066.66,273.75,NA,NA,1,NA,NA,NA,NA
Kunsia_fronto,0,NA,NA,NA,NA,167.99,NA,NA,NA,NA,NA,NA,NA,NA
Kunsia_tomentosus,0,NA,NA,NA,NA,115.6,NA,NA,NA,NA,NA,NA,NA,NA
Laephotis_botswanae,0,NA,NA,NA,NA,7.28,NA,NA,NA,NA,NA,NA,NA,NA
Laephotis_wintoni,0,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA
Lagenodelphis_hosei,0,NA,NA,NA,16,164000,334.5833333,NA,NA,1,NA,2646.25,3193.75,NA
Lagenorhynchus_acutus,0,NA,NA,NA,27,186517.55,319.37,547.5,24000,1.22,0.41,2230.758333,7624.241667,0.116764911
Lagenorhynchus_albirostris,0,NA,NA,NA,NA,186634.86,365,NA,NA,1,NA,NA,NA,NA
Lagenorhynchus_australis,0,NA,NA,NA,NA,119999.99,NA,NA,NA,NA,NA,NA,NA,NA
Lagenorhynchus_cruciger,0,NA,NA,NA,NA,109999.99,NA,NA,NA,NA,NA,NA,NA,NA
Lagenorhynchus_obliquidens,0,NA,NA,NA,46,109694.46,319.01,NA,NA,1,NA,3832.5,12957.5,NA
Lagenorhynchus_obscurus,0,NA,NA,NA,NA,127499.99,353.7458333,365,NA,1,0.42,NA,NA,NA
Lagidium_peruanum,0,NA,NA,NA,19.5,1220,140,40.71,180.69,1,2,218.3916667,6899.108333,0.026452694
Lagidium_viscacia,0,NA,NA,NA,19.5,1539.99,129.99,1.94,258.61,1,NA,NA,NA,NA
Lagidium_wolffsohni,0,NA,NA,NA,NA,2682,NA,NA,NA,NA,NA,NA,NA,NA
Lagorchestes_conspicillatus,0,NA,NA,NA,8.8,2821.01,31.09,204,NA,1,NA,NA,NA,NA
Lagorchestes_hirsutus,1,NA,NA,1,13.2,1407.14,30,150,NA,1,2.92,NA,NA,NA
Lagostomus_maximus,0,NA,NA,NA,10.8,4660.94,155.73,55.68,196,1.93,1.25,365,3577,0.081632653
Lagostrophus_fasciatus,0,NA,NA,NA,4,1933.48,NA,269.23,NA,0.9,NA,NA,NA,NA
Lagothrix_lagotricha,0,NA,NA,NA,32,6263.69,223.99,312.66,437.09,1.01,0.5,2766.7,8913.3,0.081900082
Lagurus_lagurus,0,NA,NA,NA,3.8,20.6,20.24,20.84,1.25,4,5.25,54.5,1332.5,0.052175467
Lama_glama,1,1,NA,5,33.7,78322.67,342.74,131.7,8999.99,1,1,547.8624,11752.6376,0.031056858
Lampronycteris_brachyotis,0,NA,NA,NA,NA,10.39,NA,NA,NA,0.98,NA,NA,NA,NA
Lariscus_hosei,0,NA,NA,NA,NA,180,NA,NA,NA,1.94,NA,NA,NA,NA
Lariscus_insignis,0,NA,NA,NA,NA,174.41,NA,NA,NA,NA,NA,NA,NA,NA
Lariscus_obscurus,0,NA,NA,NA,NA,241.19,NA,NA,NA,NA,NA,NA,NA,NA
Lasionycteris_noctivagans,0,NA,NA,NA,12,11.02,53.55,35.99,1.92,1.77,1,NA,NA,NA
Lasiopodomys_brandtii,0,NA,NA,NA,4.1,NA,NA,NA,NA,6,2.67,60.83333333,1435.666667,0.095219958
Lasiorhinus_krefftii,0,NA,NA,NA,30,31849.99,NA,362.93,NA,1,1,NA,NA,NA
Lasiorhinus_latifrons,1,1,NA,2,29.9,26163.8,20.74,326.07,0.49,1,1,2737.5,8176,0.044642857
Lasiurus_borealis,0,NA,NA,NA,NA,12.33,84.21,38,4.29,3.12,1,NA,NA,NA
Lasiurus_castaneus,0,NA,NA,NA,NA,12.51,NA,NA,NA,NA,NA,NA,NA,NA
Lasiurus_cinereus,0,NA,NA,NA,14,27.06,57.18,36.41,5.12,1.96,1,NA,NA,NA
Lasiurus_ega,0,NA,NA,NA,NA,12.2,96.22,NA,NA,2.14,1,NA,NA,NA
Lasiurus_intermedius,0,NA,NA,NA,NA,22.96,NA,NA,1.73,2.97,1,NA,NA,NA
Lasiurus_seminolus,0,NA,NA,NA,NA,9.88,NA,NA,1.07,2.68,1,NA,NA,NA
Lavia_frons,0,NA,NA,NA,NA,23.8,93.86,53.48,NA,0.99,1,NA,NA,NA
Leggadina_forresti,0,NA,NA,NA,NA,23.88,NA,30,NA,3.5,NA,91.25,NA,NA
Leggadina_lakedownensis,0,NA,NA,NA,NA,17.5,32.99,30,NA,3,2,91.3104,NA,NA
Leimacomys_buettneri,0,NA,NA,NA,NA,54.99,NA,NA,NA,NA,NA,NA,NA,NA
Lemmiscus_curtatus,0,NA,NA,NA,NA,28.27,25.16,21,1.47,5.11,3,57.4875,NA,NA
Lemmus_lemmus,0,NA,NA,NA,3.3,67.62,20.11,20.15,3.89,5.1,3.5,39,1165.5,0.089477232
Lemmus_sibiricus,0,NA,NA,NA,NA,53.81,20.74,NA,3.88,6.39,3.5,56.575,NA,NA
Lemmus_trimucronatus,0,NA,NA,NA,NA,69.82,20.77,NA,NA,6.86,NA,NA,NA,NA
Lemniscomys_barbarus,0,NA,NA,NA,4.4,26.15,NA,NA,NA,4.61,NA,NA,NA,NA
Lemniscomys_griselda,0,NA,NA,NA,NA,55.87,NA,NA,NA,3.68,NA,NA,NA,NA
Lemniscomys_macculus,0,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA
Lemniscomys_mittendorfi,0,NA,NA,NA,NA,41.85,NA,NA,NA,NA,NA,NA,NA,NA
Lemniscomys_rosalia,0,NA,NA,NA,NA,49.92,NA,NA,NA,NA,NA,NA,NA,NA
Lemniscomys_striatus,0,NA,NA,NA,4.8,43.65,25.15,27.28,2.25,4.64,1.5,167.5958333,1584.404167,0.153580342
Lemur_catta,0,NA,NA,NA,37.3,2626.48,134.74,126.51,75.8,1.18,1,866.87,12747.63,0.028632773
Lenothrix_canus,0,NA,NA,NA,3.8,150,NA,NA,NA,2.91,NA,NA,NA,NA
Lenoxus_apicalis,0,NA,NA,NA,NA,53.6,NA,NA,NA,NA,NA,NA,NA,NA
Leontopithecus_caissara,0,NA,NA,NA,NA,604.01,NA,NA,NA,NA,NA,NA,NA,NA
Leontopithecus_chrysomelas,0,NA,NA,NA,21.3,572.8,NA,NA,NA,2.04,NA,NA,NA,NA
Leontopithecus_chrysopygus,0,NA,NA,NA,17.9,656.12,NA,NA,NA,NA,NA,NA,NA,NA
Leontopithecus_rosalia,0,NA,NA,NA,31.6,592.52,134,75.69,51.89,1.94,1.75,868.7,10665.3,0.019556077
Leopardus_colocolo,0,NA,NA,NA,19.6,2950,NA,NA,NA,2.5,NA,NA,NA,NA
Leopardus_geoffroyi,0,NA,NA,NA,23,4000,74.52083333,68.4375,NA,2.04,1.33,NA,NA,NA
Leopardus_jacobitus,0,NA,NA,NA,NA,8133.78,NA,NA,NA,NA,NA,NA,NA,NA
Leopardus_pardalis,0,NA,NA,NA,28.2,11880,81.99,106.18,250,1.66,1,663.0833333,9629.916667,0.037902716
Leopardus_tigrinus,0,NA,NA,NA,21.9,2250,76.34583333,55.6625,NA,1.5,NA,NA,NA,NA
Leopardus_wiedii,0,NA,NA,NA,24,3270.81,82.2,93.4,157.42,1.5,NA,658.5208333,8101.479167,NA
Leopoldamys_edwardsi,0,NA,NA,NA,NA,308.82,NA,NA,NA,1.94,NA,NA,NA,NA
